id,category,amount
71397,Electronics,50
71398,Clothing,200
71399,Home,20
71400,Electronics,100
71401,Clothing,50
71402,Home,200
71403,Electronics,20
71404,Clothing,100
71405,Home,50
71406,Electronics,200
71407,Clothing,20
71408,Home,100
71409,Electronics,50
71410,Clothing,200
71411,Home,20
71412,Electronics,100
71413,Clothing,50
71414,Home,200
71415,Electronics,20
71416,Clothing,100
71417,Home,50
71418,Electronics,200
71419,Clothing,20
71420,Home,100
71421,Electronics,50
71422,Clothing,200
71423,Home,20
71424,Electronics,100
71425,Clothing,50
71426,Home,200
71427,Electronics,20
71428,Clothing,100
71429,Home,50
71430,Electronics,200
71431,Clothing,20
71432,Home,100
71433,Electronics,50
71434,Clothing,200
71435,Home,20
71436,Electronics,100
71437,Clothing,50
71438,Home,200
71439,Electronics,20
71440,Clothing,100
71441,Home,50
71442,Electronics,200
71443,Clothing,20
71444,Home,100
71445,Electronics,50
71446,Clothing,200
71447,Home,20
71448,Electronics,100
71449,Clothing,50
71450,Home,200
71451,Electronics,20
71452,Clothing,100
71453,Home,50
71454,Electronics,200
71455,Clothing,20
71456,Home,100
71457,Electronics,50
71458,Clothing,200
71459,Home,20
71460,Electronics,100
71461,Clothing,50
71462,Home,200
71463,Electronics,20
71464,Clothing,100
71465,Home,50
71466,Electronics,200
71467,Clothing,20
71468,Home,100
71469,Electronics,50
71470,Clothing,200
71471,Home,20
71472,Electronics,100
71473,Clothing,50
71474,Home,200
71475,Electronics,20
71476,Clothing,100
71477,Home,50
71478,Electronics,200
71479,Clothing,20
71480,Home,100
71481,Electronics,50
71482,Clothing,200
71483,Home,20
71484,Electronics,100
71485,Clothing,50
71486,Home,200
71487,Electronics,20
71488,Clothing,100
71489,Home,50
71490,Electronics,200
71491,Clothing,20
71492,Home,100
71493,Electronics,50
71494,Clothing,200
71495,Home,20
71496,Electronics,100
71497,Clothing,50
71498,Home,200
71499,Electronics,20
71500,Clothing,100
71501,Home,50
71502,Electronics,200
71503,Clothing,20
71504,Home,100
71505,Electronics,50
71506,Clothing,200
71507,Home,20
71508,Electronics,100
71509,Clothing,50
71510,Home,200
71511,Electronics,20
71512,Clothing,100
71513,Home,50
71514,Electronics,200
71515,Clothing,20
71516,Home,100
71517,Electronics,50
71518,Clothing,200
71519,Home,20
71520,Electronics,100
71521,Clothing,50
71522,Home,200
71523,Electronics,20
71524,Clothing,100
71525,Home,50
71526,Electronics,200
71527,Clothing,20
71528,Home,100
71529,Electronics,50
71530,Clothing,200
71531,Home,20
71532,Electronics,100
71533,Clothing,50
71534,Home,200
71535,Electronics,20
71536,Clothing,100
71537,Home,50
71538,Electronics,200
71539,Clothing,20
71540,Home,100
71541,Electronics,50
71542,Clothing,200
71543,Home,20
71544,Electronics,100
71545,Clothing,50
71546,Home,200
71547,Electronics,20
71548,Clothing,100
71549,Home,50
71550,Electronics,200
71551,Clothing,20
71552,Home,100
71553,Electronics,50
71554,Clothing,200
71555,Home,20
71556,Electronics,100
71557,Clothing,50
71558,Home,200
71559,Electronics,20
71560,Clothing,100
71561,Home,50
71562,Electronics,200
71563,Clothing,20
71564,Home,100
71565,Electronics,50
71566,Clothing,200
71567,Home,20
71568,Electronics,100
71569,Clothing,50
71570,Home,200
71571,Electronics,20
71572,Clothing,100
71573,Home,50
71574,Electronics,200
71575,Clothing,20
71576,Home,100
71577,Electronics,50
71578,Clothing,200
71579,Home,20
71580,Electronics,100
71581,Clothing,50
71582,Home,200
71583,Electronics,20
71584,Clothing,100
71585,Home,50
71586,Electronics,200
71587,Clothing,20
71588,Home,100
71589,Electronics,50
71590,Clothing,200
71591,Home,20
71592,Electronics,100
71593,Clothing,50
71594,Home,200
71595,Electronics,20
71596,Clothing,100
71597,Home,50
71598,Electronics,200
71599,Clothing,20
71600,Home,100
71601,Electronics,50
71602,Clothing,200
71603,Home,20
71604,Electronics,100
71605,Clothing,50
71606,Home,200
71607,Electronics,20
71608,Clothing,100
71609,Home,50
71610,Electronics,200
71611,Clothing,20
71612,Home,100
71613,Electronics,50
71614,Clothing,200
71615,Home,20
71616,Electronics,100
71617,Clothing,50
71618,Home,200
71619,Electronics,20
71620,Clothing,100
71621,Home,50
71622,Electronics,200
71623,Clothing,20
71624,Home,100
71625,Electronics,50
71626,Clothing,200
71627,Home,20
71628,Electronics,100
71629,Clothing,50
71630,Home,200
71631,Electronics,20
71632,Clothing,100
71633,Home,50
71634,Electronics,200
71635,Clothing,20
71636,Home,100
71637,Electronics,50
71638,Clothing,200
71639,Home,20
71640,Electronics,100
71641,Clothing,50
71642,Home,200
71643,Electronics,20
71644,Clothing,100
71645,Home,50
71646,Electronics,200
71647,Clothing,20
71648,Home,100
71649,Electronics,50
71650,Clothing,200
71651,Home,20
71652,Electronics,100
71653,Clothing,50
71654,Home,200
71655,Electronics,20
71656,Clothing,100
71657,Home,50
71658,Electronics,200
71659,Clothing,20
71660,Home,100
71661,Electronics,50
71662,Clothing,200
71663,Home,20
71664,Electronics,100
71665,Clothing,50
71666,Home,200
71667,Electronics,20
71668,Clothing,100
71669,Home,50
71670,Electronics,200
71671,Clothing,20
71672,Home,100
71673,Electronics,50
71674,Clothing,200
71675,Home,20
71676,Electronics,100
71677,Clothing,50
71678,Home,200
71679,Electronics,20
71680,Clothing,100
71681,Home,50
71682,Electronics,200
71683,Clothing,20
71684,Home,100
71685,Electronics,50
71686,Clothing,200
71687,Home,20
71688,Electronics,100
71689,Clothing,50
71690,Home,200
71691,Electronics,20
71692,Clothing,100
71693,Home,50
71694,Electronics,200
71695,Clothing,20
71696,Home,100
71697,Electronics,50
71698,Clothing,200
71699,Home,20
71700,Electronics,100
71701,Clothing,50
71702,Home,200
71703,Electronics,20
71704,Clothing,100
71705,Home,50
71706,Electronics,200
71707,Clothing,20
71708,Home,100
71709,Electronics,50
71710,Clothing,200
71711,Home,20
71712,Electronics,100
71713,Clothing,50
71714,Home,200
71715,Electronics,20
71716,Clothing,100
71717,Home,50
71718,Electronics,200
71719,Clothing,20
71720,Home,100
71721,Electronics,50
71722,Clothing,200
71723,Home,20
71724,Electronics,100
71725,Clothing,50
71726,Home,200
71727,Electronics,20
71728,Clothing,100
71729,Home,50
71730,Electronics,200
71731,Clothing,20
71732,Home,100
71733,Electronics,50
71734,Clothing,200
71735,Home,20
71736,Electronics,100
71737,Clothing,50
71738,Home,200
71739,Electronics,20
71740,Clothing,100
71741,Home,50
71742,Electronics,200
71743,Clothing,20
71744,Home,100
71745,Electronics,50
71746,Clothing,200
71747,Home,20
71748,Electronics,100
71749,Clothing,50
71750,Home,200
71751,Electronics,20
71752,Clothing,100
71753,Home,50
71754,Electronics,200
71755,Clothing,20
71756,Home,100
71757,Electronics,50
71758,Clothing,200
71759,Home,20
71760,Electronics,100
71761,Clothing,50
71762,Home,200
71763,Electronics,20
71764,Clothing,100
71765,Home,50
71766,Electronics,200
71767,Clothing,20
71768,Home,100
71769,Electronics,50
71770,Clothing,200
71771,Home,20
71772,Electronics,100
71773,Clothing,50
71774,Home,200
71775,Electronics,20
71776,Clothing,100
71777,Home,50
71778,Electronics,200
71779,Clothing,20
71780,Home,100
71781,Electronics,50
71782,Clothing,200
71783,Home,20
71784,Electronics,100
71785,Clothing,50
71786,Home,200
71787,Electronics,20
71788,Clothing,100
71789,Home,50
71790,Electronics,200
71791,Clothing,20
71792,Home,100
71793,Electronics,50
71794,Clothing,200
71795,Home,20
71796,Electronics,100
71797,Clothing,50
71798,Home,200
71799,Electronics,20
71800,Clothing,100
71801,Home,50
71802,Electronics,200
71803,Clothing,20
71804,Home,100
71805,Electronics,50
71806,Clothing,200
71807,Home,20
71808,Electronics,100
71809,Clothing,50
71810,Home,200
71811,Electronics,20
71812,Clothing,100
71813,Home,50
71814,Electronics,200
71815,Clothing,20
71816,Home,100
71817,Electronics,50
71818,Clothing,200
71819,Home,20
71820,Electronics,100
71821,Clothing,50
71822,Home,200
71823,Electronics,20
71824,Clothing,100
71825,Home,50
71826,Electronics,200
71827,Clothing,20
71828,Home,100
71829,Electronics,50
71830,Clothing,200
71831,Home,20
71832,Electronics,100
71833,Clothing,50
71834,Home,200
71835,Electronics,20
71836,Clothing,100
71837,Home,50
71838,Electronics,200
71839,Clothing,20
71840,Home,100
71841,Electronics,50
71842,Clothing,200
71843,Home,20
71844,Electronics,100
71845,Clothing,50
71846,Home,200
71847,Electronics,20
71848,Clothing,100
71849,Home,50
71850,Electronics,200
71851,Clothing,20
71852,Home,100
71853,Electronics,50
71854,Clothing,200
71855,Home,20
71856,Electronics,100
71857,Clothing,50
71858,Home,200
71859,Electronics,20
71860,Clothing,100
71861,Home,50
71862,Electronics,200
71863,Clothing,20
71864,Home,100
71865,Electronics,50
71866,Clothing,200
71867,Home,20
71868,Electronics,100
71869,Clothing,50
71870,Home,200
71871,Electronics,20
71872,Clothing,100
71873,Home,50
71874,Electronics,200
71875,Clothing,20
71876,Home,100
71877,Electronics,50
71878,Clothing,200
71879,Home,20
71880,Electronics,100
71881,Clothing,50
71882,Home,200
71883,Electronics,20
71884,Clothing,100
71885,Home,50
71886,Electronics,200
71887,Clothing,20
71888,Home,100
71889,Electronics,50
71890,Clothing,200
71891,Home,20
71892,Electronics,100
71893,Clothing,50
71894,Home,200
71895,Electronics,20
71896,Clothing,100
71897,Home,50
71898,Electronics,200
71899,Clothing,20
71900,Home,100
71901,Electronics,50
71902,Clothing,200
71903,Home,20
71904,Electronics,100
71905,Clothing,50
71906,Home,200
71907,Electronics,20
71908,Clothing,100
71909,Home,50
71910,Electronics,200
71911,Clothing,20
71912,Home,100
71913,Electronics,50
71914,Clothing,200
71915,Home,20
71916,Electronics,100
71917,Clothing,50
71918,Home,200
71919,Electronics,20
71920,Clothing,100
71921,Home,50
71922,Electronics,200
71923,Clothing,20
71924,Home,100
71925,Electronics,50
71926,Clothing,200
71927,Home,20
71928,Electronics,100
71929,Clothing,50
71930,Home,200
71931,Electronics,20
71932,Clothing,100
71933,Home,50
71934,Electronics,200
71935,Clothing,20
71936,Home,100
71937,Electronics,50
71938,Clothing,200
71939,Home,20
71940,Electronics,100
71941,Clothing,50
71942,Home,200
71943,Electronics,20
71944,Clothing,100
71945,Home,50
71946,Electronics,200
71947,Clothing,20
71948,Home,100
71949,Electronics,50
71950,Clothing,200
71951,Home,20
71952,Electronics,100
71953,Clothing,50
71954,Home,200
71955,Electronics,20
71956,Clothing,100
71957,Home,50
71958,Electronics,200
71959,Clothing,20
71960,Home,100
71961,Electronics,50
71962,Clothing,200
71963,Home,20
71964,Electronics,100
71965,Clothing,50
71966,Home,200
71967,Electronics,20
71968,Clothing,100
71969,Home,50
71970,Electronics,200
71971,Clothing,20
71972,Home,100
71973,Electronics,50
71974,Clothing,200
71975,Home,20
71976,Electronics,100
71977,Clothing,50
71978,Home,200
71979,Electronics,20
71980,Clothing,100
71981,Home,50
71982,Electronics,200
71983,Clothing,20
71984,Home,100
71985,Electronics,50
71986,Clothing,200
71987,Home,20
71988,Electronics,100
71989,Clothing,50
71990,Home,200
71991,Electronics,20
71992,Clothing,100
71993,Home,50
71994,Electronics,200
71995,Clothing,20
71996,Home,100
71997,Electronics,50
71998,Clothing,200
71999,Home,20
72000,Electronics,100
72001,Clothing,50
72002,Home,200
72003,Electronics,20
72004,Clothing,100
72005,Home,50
72006,Electronics,200
72007,Clothing,20
72008,Home,100
72009,Electronics,50
72010,Clothing,200
72011,Home,20
72012,Electronics,100
72013,Clothing,50
72014,Home,200
72015,Electronics,20
72016,Clothing,100
72017,Home,50
72018,Electronics,200
72019,Clothing,20
72020,Home,100
72021,Electronics,50
72022,Clothing,200
72023,Home,20
72024,Electronics,100
72025,Clothing,50
72026,Home,200
72027,Electronics,20
72028,Clothing,100
72029,Home,50
72030,Electronics,200
72031,Clothing,20
72032,Home,100
72033,Electronics,50
72034,Clothing,200
72035,Home,20
72036,Electronics,100
72037,Clothing,50
72038,Home,200
72039,Electronics,20
72040,Clothing,100
72041,Home,50
72042,Electronics,200
72043,Clothing,20
72044,Home,100
72045,Electronics,50
72046,Clothing,200
72047,Home,20
72048,Electronics,100
72049,Clothing,50
72050,Home,200
72051,Electronics,20
72052,Clothing,100
72053,Home,50
72054,Electronics,200
72055,Clothing,20
72056,Home,100
72057,Electronics,50
72058,Clothing,200
72059,Home,20
72060,Electronics,100
72061,Clothing,50
72062,Home,200
72063,Electronics,20
72064,Clothing,100
72065,Home,50
72066,Electronics,200
72067,Clothing,20
72068,Home,100
72069,Electronics,50
72070,Clothing,200
72071,Home,20
72072,Electronics,100
72073,Clothing,50
72074,Home,200
72075,Electronics,20
72076,Clothing,100
72077,Home,50
72078,Electronics,200
72079,Clothing,20
72080,Home,100
72081,Electronics,50
72082,Clothing,200
72083,Home,20
72084,Electronics,100
72085,Clothing,50
72086,Home,200
72087,Electronics,20
72088,Clothing,100
72089,Home,50
72090,Electronics,200
72091,Clothing,20
72092,Home,100
72093,Electronics,50
72094,Clothing,200
72095,Home,20
72096,Electronics,100
72097,Clothing,50
72098,Home,200
72099,Electronics,20
72100,Clothing,100
72101,Home,50
72102,Electronics,200
72103,Clothing,20
72104,Home,100
72105,Electronics,50
72106,Clothing,200
72107,Home,20
72108,Electronics,100
72109,Clothing,50
72110,Home,200
72111,Electronics,20
72112,Clothing,100
72113,Home,50
72114,Electronics,200
72115,Clothing,20
72116,Home,100
72117,Electronics,50
72118,Clothing,200
72119,Home,20
72120,Electronics,100
72121,Clothing,50
72122,Home,200
72123,Electronics,20
72124,Clothing,100
72125,Home,50
72126,Electronics,200
72127,Clothing,20
72128,Home,100
72129,Electronics,50
72130,Clothing,200
72131,Home,20
72132,Electronics,100
72133,Clothing,50
72134,Home,200
72135,Electronics,20
72136,Clothing,100
72137,Home,50
72138,Electronics,200
72139,Clothing,20
72140,Home,100
72141,Electronics,50
72142,Clothing,200
72143,Home,20
72144,Electronics,100
72145,Clothing,50
72146,Home,200
72147,Electronics,20
72148,Clothing,100
72149,Home,50
72150,Electronics,200
72151,Clothing,20
72152,Home,100
72153,Electronics,50
72154,Clothing,200
72155,Home,20
72156,Electronics,100
72157,Clothing,50
72158,Home,200
72159,Electronics,20
72160,Clothing,100
72161,Home,50
72162,Electronics,200
72163,Clothing,20
72164,Home,100
72165,Electronics,50
72166,Clothing,200
72167,Home,20
72168,Electronics,100
72169,Clothing,50
72170,Home,200
72171,Electronics,20
72172,Clothing,100
72173,Home,50
72174,Electronics,200
72175,Clothing,20
72176,Home,100
72177,Electronics,50
72178,Clothing,200
72179,Home,20
72180,Electronics,100
72181,Clothing,50
72182,Home,200
72183,Electronics,20
72184,Clothing,100
72185,Home,50
72186,Electronics,200
72187,Clothing,20
72188,Home,100
72189,Electronics,50
72190,Clothing,200
72191,Home,20
72192,Electronics,100
72193,Clothing,50
72194,Home,200
72195,Electronics,20
72196,Clothing,100
72197,Home,50
72198,Electronics,200
72199,Clothing,20
72200,Home,100
72201,Electronics,50
72202,Clothing,200
72203,Home,20
72204,Electronics,100
72205,Clothing,50
72206,Home,200
72207,Electronics,20
72208,Clothing,100
72209,Home,50
72210,Electronics,200
72211,Clothing,20
72212,Home,100
72213,Electronics,50
72214,Clothing,200
72215,Home,20
72216,Electronics,100
72217,Clothing,50
72218,Home,200
72219,Electronics,20
72220,Clothing,100
72221,Home,50
72222,Electronics,200
72223,Clothing,20
72224,Home,100
72225,Electronics,50
72226,Clothing,200
72227,Home,20
72228,Electronics,100
72229,Clothing,50
72230,Home,200
72231,Electronics,20
72232,Clothing,100
72233,Home,50
72234,Electronics,200
72235,Clothing,20
72236,Home,100
72237,Electronics,50
72238,Clothing,200
72239,Home,20
72240,Electronics,100
72241,Clothing,50
72242,Home,200
72243,Electronics,20
72244,Clothing,100
72245,Home,50
72246,Electronics,200
72247,Clothing,20
72248,Home,100
72249,Electronics,50
72250,Clothing,200
72251,Home,20
72252,Electronics,100
72253,Clothing,50
72254,Home,200
72255,Electronics,20
72256,Clothing,100
72257,Home,50
72258,Electronics,200
72259,Clothing,20
72260,Home,100
72261,Electronics,50
72262,Clothing,200
72263,Home,20
72264,Electronics,100
72265,Clothing,50
72266,Home,200
72267,Electronics,20
72268,Clothing,100
72269,Home,50
72270,Electronics,200
72271,Clothing,20
72272,Home,100
72273,Electronics,50
72274,Clothing,200
72275,Home,20
72276,Electronics,100
72277,Clothing,50
72278,Home,200
72279,Electronics,20
72280,Clothing,100
72281,Home,50
72282,Electronics,200
72283,Clothing,20
72284,Home,100
72285,Electronics,50
72286,Clothing,200
72287,Home,20
72288,Electronics,100
72289,Clothing,50
72290,Home,200
72291,Electronics,20
72292,Clothing,100
72293,Home,50
72294,Electronics,200
72295,Clothing,20
72296,Home,100
72297,Electronics,50
72298,Clothing,200
72299,Home,20
72300,Electronics,100
72301,Clothing,50
72302,Home,200
72303,Electronics,20
72304,Clothing,100
72305,Home,50
72306,Electronics,200
72307,Clothing,20
72308,Home,100
72309,Electronics,50
72310,Clothing,200
72311,Home,20
72312,Electronics,100
72313,Clothing,50
72314,Home,200
72315,Electronics,20
72316,Clothing,100
72317,Home,50
72318,Electronics,200
72319,Clothing,20
72320,Home,100
72321,Electronics,50
72322,Clothing,200
72323,Home,20
72324,Electronics,100
72325,Clothing,50
72326,Home,200
72327,Electronics,20
72328,Clothing,100
72329,Home,50
72330,Electronics,200
72331,Clothing,20
72332,Home,100
72333,Electronics,50
72334,Clothing,200
72335,Home,20
72336,Electronics,100
72337,Clothing,50
72338,Home,200
72339,Electronics,20
72340,Clothing,100
72341,Home,50
72342,Electronics,200
72343,Clothing,20
72344,Home,100
72345,Electronics,50
72346,Clothing,200
72347,Home,20
72348,Electronics,100
72349,Clothing,50
72350,Home,200
72351,Electronics,20
72352,Clothing,100
72353,Home,50
72354,Electronics,200
72355,Clothing,20
72356,Home,100
72357,Electronics,50
72358,Clothing,200
72359,Home,20
72360,Electronics,100
72361,Clothing,50
72362,Home,200
72363,Electronics,20
72364,Clothing,100
72365,Home,50
72366,Electronics,200
72367,Clothing,20
72368,Home,100
72369,Electronics,50
72370,Clothing,200
72371,Home,20
72372,Electronics,100
72373,Clothing,50
72374,Home,200
72375,Electronics,20
72376,Clothing,100
72377,Home,50
72378,Electronics,200
72379,Clothing,20
72380,Home,100
72381,Electronics,50
72382,Clothing,200
72383,Home,20
72384,Electronics,100
72385,Clothing,50
72386,Home,200
72387,Electronics,20
72388,Clothing,100
72389,Home,50
72390,Electronics,200
72391,Clothing,20
72392,Home,100
72393,Electronics,50
72394,Clothing,200
72395,Home,20
72396,Electronics,100
72397,Clothing,50
72398,Home,200
72399,Electronics,20
72400,Clothing,100
72401,Home,50
72402,Electronics,200
72403,Clothing,20
72404,Home,100
72405,Electronics,50
72406,Clothing,200
72407,Home,20
72408,Electronics,100
72409,Clothing,50
72410,Home,200
72411,Electronics,20
72412,Clothing,100
72413,Home,50
72414,Electronics,200
72415,Clothing,20
72416,Home,100
72417,Electronics,50
72418,Clothing,200
72419,Home,20
72420,Electronics,100
72421,Clothing,50
72422,Home,200
72423,Electronics,20
72424,Clothing,100
72425,Home,50
72426,Electronics,200
72427,Clothing,20
72428,Home,100
72429,Electronics,50
72430,Clothing,200
72431,Home,20
72432,Electronics,100
72433,Clothing,50
72434,Home,200
72435,Electronics,20
72436,Clothing,100
72437,Home,50
72438,Electronics,200
72439,Clothing,20
72440,Home,100
72441,Electronics,50
72442,Clothing,200
72443,Home,20
72444,Electronics,100
72445,Clothing,50
72446,Home,200
72447,Electronics,20
72448,Clothing,100
72449,Home,50
72450,Electronics,200
72451,Clothing,20
72452,Home,100
72453,Electronics,50
72454,Clothing,200
72455,Home,20
72456,Electronics,100
72457,Clothing,50
72458,Home,200
72459,Electronics,20
72460,Clothing,100
72461,Home,50
72462,Electronics,200
72463,Clothing,20
72464,Home,100
72465,Electronics,50
72466,Clothing,200
72467,Home,20
72468,Electronics,100
72469,Clothing,50
72470,Home,200
72471,Electronics,20
72472,Clothing,100
72473,Home,50
72474,Electronics,200
72475,Clothing,20
72476,Home,100
72477,Electronics,50
72478,Clothing,200
72479,Home,20
72480,Electronics,100
72481,Clothing,50
72482,Home,200
72483,Electronics,20
72484,Clothing,100
72485,Home,50
72486,Electronics,200
72487,Clothing,20
72488,Home,100
72489,Electronics,50
72490,Clothing,200
72491,Home,20
72492,Electronics,100
72493,Clothing,50
72494,Home,200
72495,Electronics,20
72496,Clothing,100
72497,Home,50
72498,Electronics,200
72499,Clothing,20
72500,Home,100
72501,Electronics,50
72502,Clothing,200
72503,Home,20
72504,Electronics,100
72505,Clothing,50
72506,Home,200
72507,Electronics,20
72508,Clothing,100
72509,Home,50
72510,Electronics,200
72511,Clothing,20
72512,Home,100
72513,Electronics,50
72514,Clothing,200
72515,Home,20
72516,Electronics,100
72517,Clothing,50
72518,Home,200
72519,Electronics,20
72520,Clothing,100
72521,Home,50
72522,Electronics,200
72523,Clothing,20
72524,Home,100
72525,Electronics,50
72526,Clothing,200
72527,Home,20
72528,Electronics,100
72529,Clothing,50
72530,Home,200
72531,Electronics,20
72532,Clothing,100
72533,Home,50
72534,Electronics,200
72535,Clothing,20
72536,Home,100
72537,Electronics,50
72538,Clothing,200
72539,Home,20
72540,Electronics,100
72541,Clothing,50
72542,Home,200
72543,Electronics,20
72544,Clothing,100
72545,Home,50
72546,Electronics,200
72547,Clothing,20
72548,Home,100
72549,Electronics,50
72550,Clothing,200
72551,Home,20
72552,Electronics,100
72553,Clothing,50
72554,Home,200
72555,Electronics,20
72556,Clothing,100
72557,Home,50
72558,Electronics,200
72559,Clothing,20
72560,Home,100
72561,Electronics,50
72562,Clothing,200
72563,Home,20
72564,Electronics,100
72565,Clothing,50
72566,Home,200
72567,Electronics,20
72568,Clothing,100
72569,Home,50
72570,Electronics,200
72571,Clothing,20
72572,Home,100
72573,Electronics,50
72574,Clothing,200
72575,Home,20
72576,Electronics,100
72577,Clothing,50
72578,Home,200
72579,Electronics,20
72580,Clothing,100
72581,Home,50
72582,Electronics,200
72583,Clothing,20
72584,Home,100
72585,Electronics,50
72586,Clothing,200
72587,Home,20
72588,Electronics,100
72589,Clothing,50
72590,Home,200
72591,Electronics,20
72592,Clothing,100
72593,Home,50
72594,Electronics,200
72595,Clothing,20
72596,Home,100
72597,Electronics,50
72598,Clothing,200
72599,Home,20
72600,Electronics,100
72601,Clothing,50
72602,Home,200
72603,Electronics,20
72604,Clothing,100
72605,Home,50
72606,Electronics,200
72607,Clothing,20
72608,Home,100
72609,Electronics,50
72610,Clothing,200
72611,Home,20
72612,Electronics,100
72613,Clothing,50
72614,Home,200
72615,Electronics,20
72616,Clothing,100
72617,Home,50
72618,Electronics,200
72619,Clothing,20
72620,Home,100
72621,Electronics,50
72622,Clothing,200
72623,Home,20
72624,Electronics,100
72625,Clothing,50
72626,Home,200
72627,Electronics,20
72628,Clothing,100
72629,Home,50
72630,Electronics,200
72631,Clothing,20
72632,Home,100
72633,Electronics,50
72634,Clothing,200
72635,Home,20
72636,Electronics,100
72637,Clothing,50
72638,Home,200
72639,Electronics,20
72640,Clothing,100
72641,Home,50
72642,Electronics,200
72643,Clothing,20
72644,Home,100
72645,Electronics,50
72646,Clothing,200
72647,Home,20
72648,Electronics,100
72649,Clothing,50
72650,Home,200
72651,Electronics,20
72652,Clothing,100
72653,Home,50
72654,Electronics,200
72655,Clothing,20
72656,Home,100
72657,Electronics,50
72658,Clothing,200
72659,Home,20
72660,Electronics,100
72661,Clothing,50
72662,Home,200
72663,Electronics,20
72664,Clothing,100
72665,Home,50
72666,Electronics,200
72667,Clothing,20
72668,Home,100
72669,Electronics,50
72670,Clothing,200
72671,Home,20
72672,Electronics,100
72673,Clothing,50
72674,Home,200
72675,Electronics,20
72676,Clothing,100
72677,Home,50
72678,Electronics,200
72679,Clothing,20
72680,Home,100
72681,Electronics,50
72682,Clothing,200
72683,Home,20
72684,Electronics,100
72685,Clothing,50
72686,Home,200
72687,Electronics,20
72688,Clothing,100
72689,Home,50
72690,Electronics,200
72691,Clothing,20
72692,Home,100
72693,Electronics,50
72694,Clothing,200
72695,Home,20
72696,Electronics,100
72697,Clothing,50
72698,Home,200
72699,Electronics,20
72700,Clothing,100
72701,Home,50
72702,Electronics,200
72703,Clothing,20
72704,Home,100
72705,Electronics,50
72706,Clothing,200
72707,Home,20
72708,Electronics,100
72709,Clothing,50
72710,Home,200
72711,Electronics,20
72712,Clothing,100
72713,Home,50
72714,Electronics,200
72715,Clothing,20
72716,Home,100
72717,Electronics,50
72718,Clothing,200
72719,Home,20
72720,Electronics,100
72721,Clothing,50
72722,Home,200
72723,Electronics,20
72724,Clothing,100
72725,Home,50
72726,Electronics,200
72727,Clothing,20
72728,Home,100
72729,Electronics,50
72730,Clothing,200
72731,Home,20
72732,Electronics,100
72733,Clothing,50
72734,Home,200
72735,Electronics,20
72736,Clothing,100
72737,Home,50
72738,Electronics,200
72739,Clothing,20
72740,Home,100
72741,Electronics,50
72742,Clothing,200
72743,Home,20
72744,Electronics,100
72745,Clothing,50
72746,Home,200
72747,Electronics,20
72748,Clothing,100
72749,Home,50
72750,Electronics,200
72751,Clothing,20
72752,Home,100
72753,Electronics,50
72754,Clothing,200
72755,Home,20
72756,Electronics,100
72757,Clothing,50
72758,Home,200
72759,Electronics,20
72760,Clothing,100
72761,Home,50
72762,Electronics,200
72763,Clothing,20
72764,Home,100
72765,Electronics,50
72766,Clothing,200
72767,Home,20
72768,Electronics,100
72769,Clothing,50
72770,Home,200
72771,Electronics,20
72772,Clothing,100
72773,Home,50
72774,Electronics,200
72775,Clothing,20
72776,Home,100
72777,Electronics,50
72778,Clothing,200
72779,Home,20
72780,Electronics,100
72781,Clothing,50
72782,Home,200
72783,Electronics,20
72784,Clothing,100
72785,Home,50
72786,Electronics,200
72787,Clothing,20
72788,Home,100
72789,Electronics,50
72790,Clothing,200
72791,Home,20
72792,Electronics,100
72793,Clothing,50
72794,Home,200
72795,Electronics,20
72796,Clothing,100
72797,Home,50
72798,Electronics,200
72799,Clothing,20
72800,Home,100
72801,Electronics,50
72802,Clothing,200
72803,Home,20
72804,Electronics,100
72805,Clothing,50
72806,Home,200
72807,Electronics,20
72808,Clothing,100
72809,Home,50
72810,Electronics,200
72811,Clothing,20
72812,Home,100
72813,Electronics,50
72814,Clothing,200
72815,Home,20
72816,Electronics,100
72817,Clothing,50
72818,Home,200
72819,Electronics,20
72820,Clothing,100
72821,Home,50
72822,Electronics,200
72823,Clothing,20
72824,Home,100
72825,Electronics,50
72826,Clothing,200
72827,Home,20
72828,Electronics,100
72829,Clothing,50
72830,Home,200
72831,Electronics,20
72832,Clothing,100
72833,Home,50
72834,Electronics,200
72835,Clothing,20
72836,Home,100
72837,Electronics,50
72838,Clothing,200
72839,Home,20
72840,Electronics,100
72841,Clothing,50
72842,Home,200
72843,Electronics,20
72844,Clothing,100
72845,Home,50
72846,Electronics,200
72847,Clothing,20
72848,Home,100
72849,Electronics,50
72850,Clothing,200
72851,Home,20
72852,Electronics,100
72853,Clothing,50
72854,Home,200
72855,Electronics,20
72856,Clothing,100
72857,Home,50
72858,Electronics,200
72859,Clothing,20
72860,Home,100
72861,Electronics,50
72862,Clothing,200
72863,Home,20
72864,Electronics,100
72865,Clothing,50
72866,Home,200
72867,Electronics,20
72868,Clothing,100
72869,Home,50
72870,Electronics,200
72871,Clothing,20
72872,Home,100
72873,Electronics,50
72874,Clothing,200
72875,Home,20
72876,Electronics,100
72877,Clothing,50
72878,Home,200
72879,Electronics,20
72880,Clothing,100
72881,Home,50
72882,Electronics,200
72883,Clothing,20
72884,Home,100
72885,Electronics,50
72886,Clothing,200
72887,Home,20
72888,Electronics,100
72889,Clothing,50
72890,Home,200
72891,Electronics,20
72892,Clothing,100
72893,Home,50
72894,Electronics,200
72895,Clothing,20
